name,scn_name,bus,carrier,p_set
72056 rural_gas_boiler,eGon2035,72056,rural_gas_boiler,0.0
72057 CH4_for_industry,eGon2035,72057,CH4_for_industry,0.0
72057 rural_gas_boiler,eGon2035,72057,rural_gas_boiler,0.0
72058 CH4_for_industry,eGon2035,72058,CH4_for_industry,0.0
72058 rural_gas_boiler,eGon2035,72058,rural_gas_boiler,0.0
72059 CH4_for_industry,eGon2035,72059,CH4_for_industry,0.0
72059 rural_gas_boiler,eGon2035,72059,rural_gas_boiler,0.0
72060 CH4_for_industry,eGon2035,72060,CH4_for_industry,0.0
72060 rural_gas_boiler,eGon2035,72060,rural_gas_boiler,0.0
72061 CH4_for_industry,eGon2035,72061,CH4_for_industry,0.0
72061 rural_gas_boiler,eGon2035,72061,rural_gas_boiler,0.0
72062 CH4_for_industry,eGon2035,72062,CH4_for_industry,0.0
72062 rural_gas_boiler,eGon2035,72062,rural_gas_boiler,0.0
72063 CH4_for_industry,eGon2035,72063,CH4_for_industry,0.0
72063 rural_gas_boiler,eGon2035,72063,rural_gas_boiler,0.0
72064 CH4_for_industry,eGon2035,72064,CH4_for_industry,0.0
72064 rural_gas_boiler,eGon2035,72064,rural_gas_boiler,0.0
72065 CH4_for_industry,eGon2035,72065,CH4_for_industry,0.0
72065 rural_gas_boiler,eGon2035,72065,rural_gas_boiler,0.0
72066 CH4_for_industry,eGon2035,72066,CH4_for_industry,0.0
72066 rural_gas_boiler,eGon2035,72066,rural_gas_boiler,0.0
72067 CH4_for_industry,eGon2035,72067,CH4_for_industry,0.0
72067 rural_gas_boiler,eGon2035,72067,rural_gas_boiler,0.0
72068 CH4_for_industry,eGon2035,72068,CH4_for_industry,0.0
72068 rural_gas_boiler,eGon2035,72068,rural_gas_boiler,0.0
72069 CH4_for_industry,eGon2035,72069,CH4_for_industry,0.0
72069 rural_gas_boiler,eGon2035,72069,rural_gas_boiler,0.0
72070 CH4_for_industry,eGon2035,72070,CH4_for_industry,0.0
72070 rural_gas_boiler,eGon2035,72070,rural_gas_boiler,0.0
72071 CH4_for_industry,eGon2035,72071,CH4_for_industry,0.0
72071 rural_gas_boiler,eGon2035,72071,rural_gas_boiler,0.0
72072 CH4_for_industry,eGon2035,72072,CH4_for_industry,0.0
72072 rural_gas_boiler,eGon2035,72072,rural_gas_boiler,0.0
72073 CH4_for_industry,eGon2035,72073,CH4_for_industry,0.0
72073 rural_gas_boiler,eGon2035,72073,rural_gas_boiler,0.0
72074 CH4_for_industry,eGon2035,72074,CH4_for_industry,0.0
72074 rural_gas_boiler,eGon2035,72074,rural_gas_boiler,0.0
72075 CH4_for_industry,eGon2035,72075,CH4_for_industry,0.0
72075 rural_gas_boiler,eGon2035,72075,rural_gas_boiler,0.0
72076 CH4_for_industry,eGon2035,72076,CH4_for_industry,0.0
72076 rural_gas_boiler,eGon2035,72076,rural_gas_boiler,0.0
72077 CH4_for_industry,eGon2035,72077,CH4_for_industry,0.0
72077 rural_gas_boiler,eGon2035,72077,rural_gas_boiler,0.0
72078 CH4_for_industry,eGon2035,72078,CH4_for_industry,0.0
72078 rural_gas_boiler,eGon2035,72078,rural_gas_boiler,0.0
72079 CH4_for_industry,eGon2035,72079,CH4_for_industry,0.0
72079 rural_gas_boiler,eGon2035,72079,rural_gas_boiler,0.0
72080 CH4_for_industry,eGon2035,72080,CH4_for_industry,0.0
72080 rural_gas_boiler,eGon2035,72080,rural_gas_boiler,0.0
72081 CH4_for_industry,eGon2035,72081,CH4_for_industry,0.0
72081 rural_gas_boiler,eGon2035,72081,rural_gas_boiler,0.0
72082 CH4_for_industry,eGon2035,72082,CH4_for_industry,0.0
72082 rural_gas_boiler,eGon2035,72082,rural_gas_boiler,0.0
72083 CH4_for_industry,eGon2035,72083,CH4_for_industry,0.0
72083 rural_gas_boiler,eGon2035,72083,rural_gas_boiler,0.0
72084 CH4_for_industry,eGon2035,72084,CH4_for_industry,0.0
72084 rural_gas_boiler,eGon2035,72084,rural_gas_boiler,0.0
72085 CH4_for_industry,eGon2035,72085,CH4_for_industry,0.0
72085 rural_gas_boiler,eGon2035,72085,rural_gas_boiler,0.0
72086 CH4_for_industry,eGon2035,72086,CH4_for_industry,0.0
72086 rural_gas_boiler,eGon2035,72086,rural_gas_boiler,0.0
72087 CH4_for_industry,eGon2035,72087,CH4_for_industry,0.0
72087 rural_gas_boiler,eGon2035,72087,rural_gas_boiler,0.0
72088 CH4_for_industry,eGon2035,72088,CH4_for_industry,0.0
72088 rural_gas_boiler,eGon2035,72088,rural_gas_boiler,0.0
72089 CH4_for_industry,eGon2035,72089,CH4_for_industry,0.0
72089 rural_gas_boiler,eGon2035,72089,rural_gas_boiler,0.0
72090 CH4_for_industry,eGon2035,72090,CH4_for_industry,0.0
72090 rural_gas_boiler,eGon2035,72090,rural_gas_boiler,0.0
72091 CH4_for_industry,eGon2035,72091,CH4_for_industry,0.0
72091 rural_gas_boiler,eGon2035,72091,rural_gas_boiler,0.0
72092 CH4_for_industry,eGon2035,72092,CH4_for_industry,0.0
72092 rural_gas_boiler,eGon2035,72092,rural_gas_boiler,0.0
72093 CH4_for_industry,eGon2035,72093,CH4_for_industry,0.0
72093 rural_gas_boiler,eGon2035,72093,rural_gas_boiler,0.0
72094 CH4_for_industry,eGon2035,72094,CH4_for_industry,0.0
72094 rural_gas_boiler,eGon2035,72094,rural_gas_boiler,0.0
72095 CH4_for_industry,eGon2035,72095,CH4_for_industry,0.0
72095 rural_gas_boiler,eGon2035,72095,rural_gas_boiler,0.0
72096 CH4_for_industry,eGon2035,72096,CH4_for_industry,0.0
72096 rural_gas_boiler,eGon2035,72096,rural_gas_boiler,0.0
72097 CH4_for_industry,eGon2035,72097,CH4_for_industry,0.0
72097 rural_gas_boiler,eGon2035,72097,rural_gas_boiler,0.0
72098 CH4_for_industry,eGon2035,72098,CH4_for_industry,0.0
72098 rural_gas_boiler,eGon2035,72098,rural_gas_boiler,0.0
72099 CH4_for_industry,eGon2035,72099,CH4_for_industry,0.0
72099 rural_gas_boiler,eGon2035,72099,rural_gas_boiler,0.0
72100 CH4_for_industry,eGon2035,72100,CH4_for_industry,0.0
72100 rural_gas_boiler,eGon2035,72100,rural_gas_boiler,0.0
72101 CH4_for_industry,eGon2035,72101,CH4_for_industry,0.0
72101 rural_gas_boiler,eGon2035,72101,rural_gas_boiler,0.0
72102 CH4_for_industry,eGon2035,72102,CH4_for_industry,0.0
72102 rural_gas_boiler,eGon2035,72102,rural_gas_boiler,0.0
72103 CH4_for_industry,eGon2035,72103,CH4_for_industry,0.0
72103 rural_gas_boiler,eGon2035,72103,rural_gas_boiler,0.0
72104 CH4_for_industry,eGon2035,72104,CH4_for_industry,0.0
72104 rural_gas_boiler,eGon2035,72104,rural_gas_boiler,0.0
72105 CH4_for_industry,eGon2035,72105,CH4_for_industry,0.0
72105 rural_gas_boiler,eGon2035,72105,rural_gas_boiler,0.0
72106 CH4_for_industry,eGon2035,72106,CH4_for_industry,0.0
72106 rural_gas_boiler,eGon2035,72106,rural_gas_boiler,0.0
72107 CH4_for_industry,eGon2035,72107,CH4_for_industry,0.0
72107 rural_gas_boiler,eGon2035,72107,rural_gas_boiler,0.0
72108 CH4_for_industry,eGon2035,72108,CH4_for_industry,0.0
72108 rural_gas_boiler,eGon2035,72108,rural_gas_boiler,0.0
72109 CH4_for_industry,eGon2035,72109,CH4_for_industry,0.0
72109 rural_gas_boiler,eGon2035,72109,rural_gas_boiler,0.0
72110 CH4_for_industry,eGon2035,72110,CH4_for_industry,0.0
72110 rural_gas_boiler,eGon2035,72110,rural_gas_boiler,0.0
72111 CH4_for_industry,eGon2035,72111,CH4_for_industry,0.0
72111 rural_gas_boiler,eGon2035,72111,rural_gas_boiler,0.0
72112 CH4_for_industry,eGon2035,72112,CH4_for_industry,0.0
72112 rural_gas_boiler,eGon2035,72112,rural_gas_boiler,0.0
72113 CH4_for_industry,eGon2035,72113,CH4_for_industry,0.0
72113 rural_gas_boiler,eGon2035,72113,rural_gas_boiler,0.0
72128 H2_for_industry,eGon2035,72128,H2_for_industry,0.0
72128 H2_hgv_load,eGon2035,72128,H2_hgv_load,0.0
72129 H2_for_industry,eGon2035,72129,H2_for_industry,0.0
72129 H2_hgv_load,eGon2035,72129,H2_hgv_load,0.0
72130 H2_for_industry,eGon2035,72130,H2_for_industry,0.0
72130 H2_hgv_load,eGon2035,72130,H2_hgv_load,0.0
72131 H2_for_industry,eGon2035,72131,H2_for_industry,0.0
72131 H2_hgv_load,eGon2035,72131,H2_hgv_load,0.0
72132 H2_for_industry,eGon2035,72132,H2_for_industry,0.0
72132 H2_hgv_load,eGon2035,72132,H2_hgv_load,0.0
72133 H2_for_industry,eGon2035,72133,H2_for_industry,0.0
72133 H2_hgv_load,eGon2035,72133,H2_hgv_load,0.0
72134 H2_for_industry,eGon2035,72134,H2_for_industry,0.0
72134 H2_hgv_load,eGon2035,72134,H2_hgv_load,0.0
72135 H2_for_industry,eGon2035,72135,H2_for_industry,0.0
72135 H2_hgv_load,eGon2035,72135,H2_hgv_load,0.0
72136 H2_for_industry,eGon2035,72136,H2_for_industry,0.0
72136 H2_hgv_load,eGon2035,72136,H2_hgv_load,0.0
72137 H2_for_industry,eGon2035,72137,H2_for_industry,0.0
72137 H2_hgv_load,eGon2035,72137,H2_hgv_load,0.0
72138 H2_for_industry,eGon2035,72138,H2_for_industry,0.0
72138 H2_hgv_load,eGon2035,72138,H2_hgv_load,0.0
72139 H2_for_industry,eGon2035,72139,H2_for_industry,0.0
72139 H2_hgv_load,eGon2035,72139,H2_hgv_load,0.0
72140 H2_for_industry,eGon2035,72140,H2_for_industry,0.0
72140 H2_hgv_load,eGon2035,72140,H2_hgv_load,0.0
72141 H2_for_industry,eGon2035,72141,H2_for_industry,0.0
72141 H2_hgv_load,eGon2035,72141,H2_hgv_load,0.0
72142 H2_for_industry,eGon2035,72142,H2_for_industry,0.0
72142 H2_hgv_load,eGon2035,72142,H2_hgv_load,0.0
72143 H2_for_industry,eGon2035,72143,H2_for_industry,0.0
72143 H2_hgv_load,eGon2035,72143,H2_hgv_load,0.0
72144 H2_for_industry,eGon2035,72144,H2_for_industry,0.0
72144 H2_hgv_load,eGon2035,72144,H2_hgv_load,0.0
72145 H2_for_industry,eGon2035,72145,H2_for_industry,0.0
72145 H2_hgv_load,eGon2035,72145,H2_hgv_load,0.0
72146 H2_for_industry,eGon2035,72146,H2_for_industry,0.0
72146 H2_hgv_load,eGon2035,72146,H2_hgv_load,0.0
72147 H2_for_industry,eGon2035,72147,H2_for_industry,0.0
72147 H2_hgv_load,eGon2035,72147,H2_hgv_load,0.0
72148 H2_for_industry,eGon2035,72148,H2_for_industry,0.0
72148 H2_hgv_load,eGon2035,72148,H2_hgv_load,0.0
72149 H2_for_industry,eGon2035,72149,H2_for_industry,0.0
72149 H2_hgv_load,eGon2035,72149,H2_hgv_load,0.0
72150 H2_for_industry,eGon2035,72150,H2_for_industry,0.0
72150 H2_hgv_load,eGon2035,72150,H2_hgv_load,0.0
72151 H2_for_industry,eGon2035,72151,H2_for_industry,0.0
72151 H2_hgv_load,eGon2035,72151,H2_hgv_load,0.0
72152 H2_for_industry,eGon2035,72152,H2_for_industry,0.0
72152 H2_hgv_load,eGon2035,72152,H2_hgv_load,0.0
72153 H2_for_industry,eGon2035,72153,H2_for_industry,0.0
72153 H2_hgv_load,eGon2035,72153,H2_hgv_load,0.0
72154 H2_for_industry,eGon2035,72154,H2_for_industry,0.0
72154 H2_hgv_load,eGon2035,72154,H2_hgv_load,0.0
72155 H2_for_industry,eGon2035,72155,H2_for_industry,0.0
72155 H2_hgv_load,eGon2035,72155,H2_hgv_load,0.0
72156 H2_for_industry,eGon2035,72156,H2_for_industry,0.0
72156 H2_hgv_load,eGon2035,72156,H2_hgv_load,0.0
72157 H2_for_industry,eGon2035,72157,H2_for_industry,0.0
72157 H2_hgv_load,eGon2035,72157,H2_hgv_load,0.0
72158 H2_for_industry,eGon2035,72158,H2_for_industry,0.0
72158 H2_hgv_load,eGon2035,72158,H2_hgv_load,0.0
72159 H2_for_industry,eGon2035,72159,H2_for_industry,0.0
72159 H2_hgv_load,eGon2035,72159,H2_hgv_load,0.0
72160 H2_for_industry,eGon2035,72160,H2_for_industry,0.0
72160 H2_hgv_load,eGon2035,72160,H2_hgv_load,0.0
72161 H2_for_industry,eGon2035,72161,H2_for_industry,0.0
72161 H2_hgv_load,eGon2035,72161,H2_hgv_load,0.0
72162 H2_for_industry,eGon2035,72162,H2_for_industry,0.0
72162 H2_hgv_load,eGon2035,72162,H2_hgv_load,0.0
72163 H2_for_industry,eGon2035,72163,H2_for_industry,0.0
72163 H2_hgv_load,eGon2035,72163,H2_hgv_load,0.0
72164 H2_for_industry,eGon2035,72164,H2_for_industry,0.0
72164 H2_hgv_load,eGon2035,72164,H2_hgv_load,0.0
72165 H2_for_industry,eGon2035,72165,H2_for_industry,0.0
72165 H2_hgv_load,eGon2035,72165,H2_hgv_load,0.0
72166 H2_for_industry,eGon2035,72166,H2_for_industry,0.0
72166 H2_hgv_load,eGon2035,72166,H2_hgv_load,0.0
72167 H2_for_industry,eGon2035,72167,H2_for_industry,0.0
72167 H2_hgv_load,eGon2035,72167,H2_hgv_load,0.0
72168 H2_for_industry,eGon2035,72168,H2_for_industry,0.0
72168 H2_hgv_load,eGon2035,72168,H2_hgv_load,0.0
72169 H2_for_industry,eGon2035,72169,H2_for_industry,0.0
72169 H2_hgv_load,eGon2035,72169,H2_hgv_load,0.0
72170 H2_for_industry,eGon2035,72170,H2_for_industry,0.0
72170 H2_hgv_load,eGon2035,72170,H2_hgv_load,0.0
72171 H2_for_industry,eGon2035,72171,H2_for_industry,0.0
72171 H2_hgv_load,eGon2035,72171,H2_hgv_load,0.0
72172 H2_for_industry,eGon2035,72172,H2_for_industry,0.0
72172 H2_hgv_load,eGon2035,72172,H2_hgv_load,0.0
72173 H2_for_industry,eGon2035,72173,H2_for_industry,0.0
72173 H2_hgv_load,eGon2035,72173,H2_hgv_load,0.0
72174 H2_for_industry,eGon2035,72174,H2_for_industry,0.0
72174 H2_hgv_load,eGon2035,72174,H2_hgv_load,0.0
72175 H2_for_industry,eGon2035,72175,H2_for_industry,0.0
72175 H2_hgv_load,eGon2035,72175,H2_hgv_load,0.0
72176 H2_for_industry,eGon2035,72176,H2_for_industry,0.0
72176 H2_hgv_load,eGon2035,72176,H2_hgv_load,0.0
72177 H2_for_industry,eGon2035,72177,H2_for_industry,0.0
72177 H2_hgv_load,eGon2035,72177,H2_hgv_load,0.0
72178 H2_for_industry,eGon2035,72178,H2_for_industry,0.0
72178 H2_hgv_load,eGon2035,72178,H2_hgv_load,0.0
72179 H2_for_industry,eGon2035,72179,H2_for_industry,0.0
72179 H2_hgv_load,eGon2035,72179,H2_hgv_load,0.0
72180 H2_for_industry,eGon2035,72180,H2_for_industry,0.0
72180 H2_hgv_load,eGon2035,72180,H2_hgv_load,0.0
72181 H2_for_industry,eGon2035,72181,H2_for_industry,0.0
72181 H2_hgv_load,eGon2035,72181,H2_hgv_load,0.0
72182 H2_for_industry,eGon2035,72182,H2_for_industry,0.0
72182 H2_hgv_load,eGon2035,72182,H2_hgv_load,0.0
72183 H2_for_industry,eGon2035,72183,H2_for_industry,0.0
72183 H2_hgv_load,eGon2035,72183,H2_hgv_load,0.0
72184 H2_for_industry,eGon2035,72184,H2_for_industry,0.0
72184 H2_hgv_load,eGon2035,72184,H2_hgv_load,0.0
72185 H2_for_industry,eGon2035,72185,H2_for_industry,0.0
72185 H2_hgv_load,eGon2035,72185,H2_hgv_load,0.0
72186 H2_for_industry,eGon2035,72186,H2_for_industry,0.0
72186 H2_hgv_load,eGon2035,72186,H2_hgv_load,0.0
72187 H2_for_industry,eGon2035,72187,H2_for_industry,0.0
72187 H2_hgv_load,eGon2035,72187,H2_hgv_load,0.0
72188 H2_for_industry,eGon2035,72188,H2_for_industry,0.0
72188 H2_hgv_load,eGon2035,72188,H2_hgv_load,0.0
72189 H2_for_industry,eGon2035,72189,H2_for_industry,0.0
72189 H2_hgv_load,eGon2035,72189,H2_hgv_load,0.0
72190 H2_for_industry,eGon2035,72190,H2_for_industry,0.0
72190 H2_hgv_load,eGon2035,72190,H2_hgv_load,0.0
72191 H2_for_industry,eGon2035,72191,H2_for_industry,0.0
72191 H2_hgv_load,eGon2035,72191,H2_hgv_load,0.0
