name,scn_name,bus,carrier,p_nom,p_min_pu,p_max_pu,marginal_cost,efficiency,committable,start_up_cost,min_up_time,min_down_time,up_time_before,ramp_limit_start_up,ramp_limit_shut_down,e_nom_max,control,ramp_limit_up,weight,p_nom_opt
70240 load shedding,,69893,load shedding,2485980.0,0.0,1.0,10000.007333231717,1.0,False,0.0,0,0,1,1.0,1.0,0.0,PQ,,2485980.0,2485980.0
70246 load shedding,,69893,load shedding,4616820.0,0.0,1.0,10000.007686123507,1.0,False,0.0,0,0,1,1.0,1.0,0.0,PQ,,4616820.0,4616820.0
70259 load shedding,,69893,load shedding,1864485.0,0.0,1.0,10000.00739483811,1.0,False,0.0,0,0,1,1.0,1.0,0.0,PQ,,1864485.0,1864485.0
70263 load shedding,,69893,load shedding,1864485.0,0.0,1.0,10000.007383816881,1.0,False,0.0,0,0,1,1.0,1.0,0.0,PQ,,1864485.0,1864485.0
70340 load shedding,,69893,load shedding,2397195.0,0.0,1.0,10000.009109448796,1.0,False,0.0,0,0,1,1.0,1.0,0.0,PQ,,2397195.0,2397195.0
70356 load shedding,,69893,load shedding,6392520.0,0.0,1.0,10000.008246019961,1.0,False,0.0,0,0,1,1.0,1.0,0.0,PQ,,6392520.0,6392520.0
70361 load shedding,,69893,load shedding,3640185.0,0.0,1.0,10000.009629445949,1.0,False,0.0,0,0,1,1.0,1.0,0.0,PQ,,3640185.0,3640185.0
70366 load shedding,,69893,load shedding,5682240.0,0.0,1.0,10000.007430395839,1.0,False,0.0,0,0,1,1.0,1.0,0.0,PQ,,5682240.0,5682240.0
70370 load shedding,,69893,load shedding,2042055.0,0.0,1.0,10000.00994649809,1.0,False,0.0,0,0,1,1.0,1.0,0.0,PQ,,2042055.0,2042055.0
70379 load shedding,,69893,load shedding,2752335.0,0.0,1.0,10000.008618367812,1.0,False,0.0,0,0,1,1.0,1.0,0.0,PQ,,2752335.0,2752335.0
70392 load shedding,,69893,load shedding,2042055.0,0.0,1.0,10000.0063962244,1.0,False,0.0,0,0,1,1.0,1.0,0.0,PQ,,2042055.0,2042055.0
70422 load shedding,,69893,load shedding,6303735.0,0.0,1.0,10000.008840980428,1.0,False,0.0,0,0,1,1.0,1.0,0.0,PQ,,6303735.0,6303735.0
70426 load shedding,,69893,load shedding,3462615.0,0.0,1.0,10000.00950542728,1.0,False,0.0,0,0,1,1.0,1.0,0.0,PQ,,3462615.0,3462615.0
70430 load shedding,,69893,load shedding,1686915.0,0.0,1.0,10000.008989244909,1.0,False,0.0,0,0,1,1.0,1.0,0.0,PQ,,1686915.0,1686915.0
70432 load shedding,,69893,load shedding,3018690.0,0.0,1.0,10000.006943509456,1.0,False,0.0,0,0,1,1.0,1.0,0.0,PQ,,3018690.0,3018690.0
70469 load shedding,,69893,load shedding,1509345.0,0.0,1.0,10000.00620009907,1.0,False,0.0,0,0,1,1.0,1.0,0.0,PQ,,1509345.0,1509345.0
70474 load shedding,,69893,load shedding,2219625.0,0.0,1.0,10000.010569667758,1.0,False,0.0,0,0,1,1.0,1.0,0.0,PQ,,2219625.0,2219625.0
70488 load shedding,,69893,load shedding,7990650.0,0.0,1.0,10000.008287309527,1.0,False,0.0,0,0,1,1.0,1.0,0.0,PQ,,7990650.0,7990650.0
70538 load shedding,,69893,load shedding,3551400.0,0.0,1.0,10000.006654608318,1.0,False,0.0,0,0,1,1.0,1.0,0.0,PQ,,3551400.0,3551400.0
70544 load shedding,,69893,load shedding,2841120.0,0.0,1.0,10000.007993315921,1.0,False,0.0,0,0,1,1.0,1.0,0.0,PQ,,2841120.0,2841120.0
70567 load shedding,,69893,load shedding,4883175.0,0.0,1.0,10000.008870668338,1.0,False,0.0,0,0,1,1.0,1.0,0.0,PQ,,4883175.0,4883175.0
70592 load shedding,,69893,load shedding,2485980.0,0.0,1.0,10000.00750642781,1.0,False,0.0,0,0,1,1.0,1.0,0.0,PQ,,2485980.0,2485980.0
70605 load shedding,,69893,load shedding,1686915.0,0.0,1.0,10000.009520372103,1.0,False,0.0,0,0,1,1.0,1.0,0.0,PQ,,1686915.0,1686915.0
70610 load shedding,,69893,load shedding,7191585.0,0.0,1.0,10000.007267634897,1.0,False,0.0,0,0,1,1.0,1.0,0.0,PQ,,7191585.0,7191585.0
70625 load shedding,,69893,load shedding,3817755.0,0.0,1.0,10000.007916640214,1.0,False,0.0,0,0,1,1.0,1.0,0.0,PQ,,3817755.0,3817755.0
70643 load shedding,,69893,load shedding,3906540.0,0.0,1.0,10000.008979528471,1.0,False,0.0,0,0,1,1.0,1.0,0.0,PQ,,3906540.0,3906540.0
70645 load shedding,,69893,load shedding,3285045.0,0.0,1.0,10000.005954535056,1.0,False,0.0,0,0,1,1.0,1.0,0.0,PQ,,3285045.0,3285045.0
70664 load shedding,,69893,load shedding,1331775.0,0.0,1.0,10000.008042053249,1.0,False,0.0,0,0,1,1.0,1.0,0.0,PQ,,1331775.0,1331775.0
70675 load shedding,,69893,load shedding,5948595.0,0.0,1.0,10000.009014591771,1.0,False,0.0,0,0,1,1.0,1.0,0.0,PQ,,5948595.0,5948595.0
70684 load shedding,,69893,load shedding,2929905.0,0.0,1.0,10000.007967212025,1.0,False,0.0,0,0,1,1.0,1.0,0.0,PQ,,2929905.0,2929905.0
70709 load shedding,,69893,load shedding,2574765.0,0.0,1.0,10000.008108133095,1.0,False,0.0,0,0,1,1.0,1.0,0.0,PQ,,2574765.0,2574765.0
70714 load shedding,,69893,load shedding,4439250.0,0.0,1.0,10000.006690904125,1.0,False,0.0,0,0,1,1.0,1.0,0.0,PQ,,4439250.0,4439250.0
70758 load shedding,,69893,load shedding,3285045.0,0.0,1.0,10000.007903760468,1.0,False,0.0,0,0,1,1.0,1.0,0.0,PQ,,3285045.0,3285045.0
70878 load shedding,,69893,load shedding,799065.0,0.0,1.0,10000.01005063803,1.0,False,0.0,0,0,1,1.0,1.0,0.0,PQ,,799065.0,799065.0
71 biomass,eGon2035,4,biomass,10.859964366445695,0.0,0.9999999999999999,42.106200681137615,0.9999999999999999,False,0.0,0,0,0,1.0,1.0,inf,PV,,10.859964366445695,10.859964366445695
71 industrial_biomass_CHP,eGon2035,4,industrial_biomass_CHP,118.72970326191384,0.0,1.0000000000000002,42.10952138078833,1.0000000000000002,False,0.0,0,0,0,1.0,1.0,inf,PV,,118.72970326191384,118.72970326191384
71 load shedding,,4,load shedding,6126165.0,0.0,1.0,10000.008286606639,1.0,False,0.0,0,0,1,1.0,1.0,0.0,PQ,,6126165.0,6126165.0
71 run_of_river,eGon2035,4,run_of_river,0.26472228718447927,0.0,0.6500000000000001,0.013892167066118687,1.0,False,0.0,0,0,0,1.0,1.0,inf,PV,,0.26472228718447927,0.26472228718447927
71 solar,eGon2035,4,solar,128.7533762847961,0.0,1.0000000000000002,0.01899001982193341,1.0000000000000002,False,0.0,0,0,0,1.0,1.0,inf,PV,,128.7533762847961,128.7533762847961
71 solar_rooftop,eGon2035,4,solar_rooftop,401.35731271355587,0.0,1.0,0.019721049761625472,1.0,False,0.0,0,0,0,1.0,1.0,inf,PV,,401.35731271355587,401.35731271355587
71 wind_offshore,eGon2035,4,wind_offshore,1800.0,0.0,1.0,2.569514212075664,1.0,False,0.0,0,0,0,1.0,1.0,inf,PV,,1800.0,1800.0
71 wind_onshore,eGon2035,4,wind_onshore,2056.654006156462,0.0,1.0,1.3087107065341133,1.0,False,0.0,0,0,0,1.0,1.0,inf,PV,,2056.654006156462,2056.654006156462
71052 load shedding,,69893,load shedding,2929905.0,0.0,1.0,10000.007493604184,1.0,False,0.0,0,0,1,1.0,1.0,0.0,PQ,,2929905.0,2929905.0
71156 load shedding,,69893,load shedding,2397195.0,0.0,1.0,10000.006801700018,1.0,False,0.0,0,0,1,1.0,1.0,0.0,PQ,,2397195.0,2397195.0
71162 load shedding,,69893,load shedding,1509345.0,0.0,1.0,10000.008346822071,1.0,False,0.0,0,0,1,1.0,1.0,0.0,PQ,,1509345.0,1509345.0
71372 load shedding,,69893,load shedding,1420560.0,0.0,1.0,10000.007950502602,1.0,False,0.0,0,0,1,1.0,1.0,0.0,PQ,,1420560.0,1420560.0
71433 load shedding,,69893,load shedding,710280.0,0.0,1.0,10000.00631124005,1.0,False,0.0,0,0,1,1.0,1.0,0.0,PQ,,710280.0,710280.0
71482 load shedding,,69893,load shedding,1331775.0,0.0,1.0,10000.005646688038,1.0,False,0.0,0,0,1,1.0,1.0,0.0,PQ,,1331775.0,1331775.0
72 biomass,eGon2035,4,biomass,4.6613411989900255,0.0,1.0,42.10624416787012,1.0,False,0.0,0,0,0,1.0,1.0,inf,PV,,4.6613411989900255,4.6613411989900255
72 central_biomass_CHP,eGon2035,4,central_biomass_CHP,13.157466940967414,0.0,1.0,42.11248839383021,1.0,False,0.0,0,0,0,1.0,1.0,inf,PV,,13.157466940967414,13.157466940967414
72 industrial_biomass_CHP,eGon2035,4,industrial_biomass_CHP,31.43581109211363,0.0,1.0,42.10875145747866,1.0,False,0.0,0,0,0,1.0,1.0,inf,PV,,31.43581109211363,31.43581109211363
72 load shedding,,4,load shedding,7990650.0,0.0,1.0,10000.007277063594,1.0,False,0.0,0,0,1,1.0,1.0,0.0,PQ,,7990650.0,7990650.0
72 reservoir,eGon2035,4,reservoir,1.9484952659304078,0.0,0.65,0.005412112453321933,1.0,False,0.0,0,0,0,1.0,1.0,inf,PV,,1.9484952659304078,1.9484952659304078
72 run_of_river,eGon2035,4,run_of_river,1.042728488634798,0.0,0.6499999999999999,0.006340343626586849,1.0,False,0.0,0,0,0,1.0,1.0,inf,PV,,1.042728488634798,1.042728488634798
72 solar,eGon2035,4,solar,381.2626515064491,0.0,1.0,0.016564568267988303,1.0,False,0.0,0,0,0,1.0,1.0,inf,PV,,381.2626515064491,381.2626515064491
72 solar_rooftop,eGon2035,4,solar_rooftop,830.8435007655576,0.0,1.0000000000000002,0.017970693252418776,1.0000000000000002,False,0.0,0,0,0,1.0,1.0,inf,PV,,830.8435007655576,830.8435007655576
72 wind_onshore,eGon2035,4,wind_onshore,2662.2871613713387,0.0,1.0,1.3084001808208687,1.0,False,0.0,0,0,0,1.0,1.0,inf,PV,,2662.2871613713387,2662.2871613713387
72026 load shedding,,69893,load shedding,1420560.0,0.0,1.0,10000.007240410905,1.0,False,0.0,0,0,1,1.0,1.0,0.0,PQ,,1420560.0,1420560.0
72027 load shedding,,72027,load shedding,177570.0,0.0,1.0,10000.010429273298,1.0,False,0.0,0,0,1,1.0,1.0,0.0,Slack,,177570.0,177570.0
72028 CH4_biogas,eGon2035,72028,CH4_biogas,20.576999999999998,0.0,1.0,25.609129018536247,1.0,False,0.0,0,0,0,1.0,1.0,inf,Slack,,20.576999999999998,20.576999999999998
72028 load shedding,,72028,load shedding,443925.0,0.0,1.0,10000.010293274123,1.0,False,0.0,0,0,1,1.0,1.0,0.0,PQ,,443925.0,443925.0
72029 CH4_biogas,eGon2035,72029,CH4_biogas,16.8948,0.0,0.9999999999999999,25.601808563283434,0.9999999999999999,False,0.0,0,0,0,1.0,1.0,inf,Slack,,16.8948,16.8948
72029 load shedding,,72029,load shedding,177570.0,0.0,1.0,10000.010447894037,1.0,False,0.0,0,0,1,1.0,1.0,0.0,PQ,,177570.0,177570.0
72030 CH4_biogas,eGon2035,72030,CH4_biogas,20.4687,0.0,1.0,25.607991372998924,1.0,False,0.0,0,0,0,1.0,1.0,inf,Slack,,20.4687,20.4687
72030 load shedding,,72030,load shedding,1242990.0,0.0,1.0,10000.007090423254,1.0,False,0.0,0,0,1,1.0,1.0,0.0,PQ,,1242990.0,1242990.0
72031 CH4_biogas,eGon2035,72031,CH4_biogas,22.8513,0.0,1.0,25.605310588345446,1.0,False,0.0,0,0,0,1.0,1.0,inf,Slack,,22.8513,22.8513
72031 load shedding,,72031,load shedding,887850.0,0.0,1.0,10000.007758672922,1.0,False,0.0,0,0,1,1.0,1.0,0.0,PQ,,887850.0,887850.0
72032 CH4_biogas,eGon2035,72032,CH4_biogas,8.9889,0.0,1.0,25.614008759556015,1.0,False,0.0,0,0,0,1.0,1.0,inf,Slack,,8.9889,8.9889
72032 load shedding,,72032,load shedding,621495.0,0.0,1.0,10000.002431771576,1.0,False,0.0,0,0,1,1.0,1.0,0.0,PQ,,621495.0,621495.0
72033 load shedding,,72033,load shedding,177570.0,0.0,1.0,10000.012676213932,1.0,False,0.0,0,0,1,1.0,1.0,0.0,Slack,,177570.0,177570.0
72034 CH4_biogas,eGon2035,72034,CH4_biogas,21.984899999999996,0.0,1.0,25.608879320127343,1.0,False,0.0,0,0,0,1.0,1.0,inf,Slack,,21.984899999999996,21.984899999999996
72034 load shedding,,72034,load shedding,799065.0,0.0,1.0,10000.010386401536,1.0,False,0.0,0,0,1,1.0,1.0,0.0,PQ,,799065.0,799065.0
72035 CH4_biogas,eGon2035,72035,CH4_biogas,78.5175,0.0,0.9999999999999999,25.60404069257053,0.9999999999999999,False,0.0,0,0,0,1.0,1.0,inf,Slack,,78.5175,78.5175
72035 load shedding,,72035,load shedding,443925.0,0.0,1.0,10000.00716661537,1.0,False,0.0,0,0,1,1.0,1.0,0.0,PQ,,443925.0,443925.0
72036 CH4_biogas,eGon2035,72036,CH4_biogas,5.956499999999999,0.0,1.0,25.607257302279116,1.0,False,0.0,0,0,0,1.0,1.0,inf,Slack,,5.956499999999999,5.956499999999999
72036 load shedding,,72036,load shedding,1154205.0,0.0,1.0,10000.007268312422,1.0,False,0.0,0,0,1,1.0,1.0,0.0,PQ,,1154205.0,1154205.0
72037 CH4_biogas,eGon2035,72037,CH4_biogas,10.83,0.0,1.0,25.603043470270805,1.0,False,0.0,0,0,0,1.0,1.0,inf,Slack,,10.83,10.83
72037 load shedding,,72037,load shedding,799065.0,0.0,1.0,10000.009108812526,1.0,False,0.0,0,0,1,1.0,1.0,0.0,PQ,,799065.0,799065.0
72038 CH4_NG,eGon2035,72038,CH4_NG,508073.8482820411,0.0,1.0,40.98810851601952,1.0,False,0.0,0,0,0,1.0,1.0,inf,Slack,,508073.8482820411,508073.8482820411
72038 CH4_biogas,eGon2035,72038,CH4_biogas,13.537500000000001,0.0,0.9999999999999999,25.608080555918317,0.9999999999999999,False,0.0,0,0,0,1.0,1.0,inf,PQ,,13.537500000000001,13.537500000000001
72038 load shedding,,72038,load shedding,1864485.0,0.0,1.0,10000.007619426058,1.0,False,0.0,0,0,1,1.0,1.0,0.0,PQ,,1864485.0,1864485.0
72039 CH4_biogas,eGon2035,72039,CH4_biogas,22.743,0.0,1.0,25.60535003717684,1.0,False,0.0,0,0,0,1.0,1.0,inf,Slack,,22.743,22.743
72039 load shedding,,72039,load shedding,355140.0,0.0,1.0,10000.01221836157,1.0,False,0.0,0,0,1,1.0,1.0,0.0,PQ,,355140.0,355140.0
72040 CH4_biogas,eGon2035,72040,CH4_biogas,10.288499999999999,0.0,1.0,25.603935146708572,1.0,False,0.0,0,0,0,1.0,1.0,inf,Slack,,10.288499999999999,10.288499999999999
72040 load shedding,,72040,load shedding,976635.0,0.0,1.0,10000.010196508072,1.0,False,0.0,0,0,1,1.0,1.0,0.0,PQ,,976635.0,976635.0
72041 CH4_biogas,eGon2035,72041,CH4_biogas,15.86595,0.0,1.0,25.610072382434527,1.0,False,0.0,0,0,0,1.0,1.0,inf,Slack,,15.86595,15.86595
72041 load shedding,,72041,load shedding,887850.0,0.0,1.0,10000.007579050229,1.0,False,0.0,0,0,1,1.0,1.0,0.0,PQ,,887850.0,887850.0
72042 CH4_biogas,eGon2035,72042,CH4_biogas,18.411,0.0,1.0,25.601365877641978,1.0,False,0.0,0,0,0,1.0,1.0,inf,Slack,,18.411,18.411
72042 load shedding,,72042,load shedding,88785.0,0.0,1.0,10000.014499546627,1.0,False,0.0,0,0,1,1.0,1.0,0.0,PQ,,88785.0,88785.0
72043 CH4_NG,eGon2035,72043,CH4_NG,1489069.282231406,0.0,1.0,40.98349672815046,1.0,False,0.0,0,0,0,1.0,1.0,inf,Slack,,1489069.282231406,1489069.282231406
72043 CH4_biogas,eGon2035,72043,CH4_biogas,34.7643,0.0,1.0,25.605963951520838,1.0,False,0.0,0,0,0,1.0,1.0,inf,PQ,,34.7643,34.7643
72043 load shedding,,72043,load shedding,1864485.0,0.0,1.0,10000.008351246597,1.0,False,0.0,0,0,1,1.0,1.0,0.0,PQ,,1864485.0,1864485.0
72044 CH4_biogas,eGon2035,72044,CH4_biogas,26.7501,0.0,1.0,25.604648467050605,1.0,False,0.0,0,0,0,1.0,1.0,inf,Slack,,26.7501,26.7501
72044 load shedding,,72044,load shedding,621495.0,0.0,1.0,10000.00835518497,1.0,False,0.0,0,0,1,1.0,1.0,0.0,PQ,,621495.0,621495.0
72045 load shedding,,72045,load shedding,177570.0,0.0,1.0,10000.006391104918,1.0,False,0.0,0,0,1,1.0,1.0,0.0,Slack,,177570.0,177570.0
72046 CH4_biogas,eGon2035,72046,CH4_biogas,3.7904999999999998,0.0,1.0,25.61821525957513,1.0,False,0.0,0,0,0,1.0,1.0,inf,Slack,,3.7904999999999998,3.7904999999999998
72046 load shedding,,72046,load shedding,177570.0,0.0,1.0,10000.01029141396,1.0,False,0.0,0,0,1,1.0,1.0,0.0,PQ,,177570.0,177570.0
72047 CH4_biogas,eGon2035,72047,CH4_biogas,25.992000000000004,0.0,0.9999999999999998,25.60102915768499,0.9999999999999998,False,0.0,0,0,0,1.0,1.0,inf,Slack,,25.992000000000004,25.992000000000004
72047 load shedding,,72047,load shedding,621495.0,0.0,1.0,10000.013955745215,1.0,False,0.0,0,0,1,1.0,1.0,0.0,PQ,,621495.0,621495.0
72048 CH4_NG,eGon2035,72048,CH4_NG,110977.23878251867,0.0,1.0,41.002683612397995,1.0,False,0.0,0,0,0,1.0,1.0,inf,Slack,,110977.23878251867,110977.23878251867
72048 CH4_biogas,eGon2035,72048,CH4_biogas,18.410999999999998,0.0,1.0,25.608984514279555,1.0,False,0.0,0,0,0,1.0,1.0,inf,PQ,,18.410999999999998,18.410999999999998
72048 load shedding,,72048,load shedding,1065420.0,0.0,1.0,10000.008074755831,1.0,False,0.0,0,0,1,1.0,1.0,0.0,PQ,,1065420.0,1065420.0
72049 load shedding,,72049,load shedding,887850.0,0.0,1.0,10000.008257768623,1.0,False,0.0,0,0,1,1.0,1.0,0.0,Slack,,887850.0,887850.0
72050 CH4_biogas,eGon2035,72050,CH4_biogas,15.161999999999999,0.0,1.0,25.60554764949068,1.0,False,0.0,0,0,0,1.0,1.0,inf,Slack,,15.161999999999999,15.161999999999999
72050 load shedding,,72050,load shedding,443925.0,0.0,1.0,10000.006944744982,1.0,False,0.0,0,0,1,1.0,1.0,0.0,PQ,,443925.0,443925.0
72051 CH4_biogas,eGon2035,72051,CH4_biogas,8.988900000000001,0.0,1.0,25.608030465004962,1.0,False,0.0,0,0,0,1.0,1.0,inf,Slack,,8.988900000000001,8.988900000000001
72051 load shedding,,72051,load shedding,177570.0,0.0,1.0,10000.005946140323,1.0,False,0.0,0,0,1,1.0,1.0,0.0,PQ,,177570.0,177570.0
72052 load shedding,,72052,load shedding,710280.0,0.0,1.0,10000.006534446984,1.0,False,0.0,0,0,1,1.0,1.0,0.0,Slack,,710280.0,710280.0
72053 CH4_biogas,eGon2035,72053,CH4_biogas,32.273399999999995,0.0,1.0,25.604310242539096,1.0,False,0.0,0,0,0,1.0,1.0,inf,Slack,,32.273399999999995,32.273399999999995
72053 load shedding,,72053,load shedding,710280.0,0.0,1.0,10000.008383847016,1.0,False,0.0,0,0,1,1.0,1.0,0.0,PQ,,710280.0,710280.0
72054 CH4_biogas,eGon2035,72054,CH4_biogas,70.0701,0.0,1.0,25.60888600978862,1.0,False,0.0,0,0,0,1.0,1.0,inf,Slack,,70.0701,70.0701
72054 load shedding,,72054,load shedding,1598130.0,0.0,1.0,10000.007681387364,1.0,False,0.0,0,0,1,1.0,1.0,0.0,PQ,,1598130.0,1598130.0
72055 CH4_biogas,eGon2035,72055,CH4_biogas,28.13634,0.0,1.0,25.609720163544395,1.0,False,0.0,0,0,0,1.0,1.0,inf,Slack,,28.13634,28.13634
72055 load shedding,,72055,load shedding,621495.0,0.0,1.0,10000.006671721223,1.0,False,0.0,0,0,1,1.0,1.0,0.0,PQ,,621495.0,621495.0
72056 CH4_biogas,eGon2035,72056,CH4_biogas,119.67149999999998,0.0,1.0,25.606630166992403,1.0,False,0.0,0,0,0,1.0,1.0,inf,Slack,,119.67149999999998,119.67149999999998
72056 load shedding,,72056,load shedding,1154205.0,0.0,1.0,10000.007617114052,1.0,False,0.0,0,0,1,1.0,1.0,0.0,PQ,,1154205.0,1154205.0
72057 CH4_biogas,eGon2035,72057,CH4_biogas,27.6165,0.0,1.0,25.60754596345519,1.0,False,0.0,0,0,0,1.0,1.0,inf,Slack,,27.6165,27.6165
72057 load shedding,,72057,load shedding,1154205.0,0.0,1.0,10000.008114528282,1.0,False,0.0,0,0,1,1.0,1.0,0.0,PQ,,1154205.0,1154205.0
72058 CH4_biogas,eGon2035,72058,CH4_biogas,81.9831,0.0,1.0,25.604574867461494,1.0,False,0.0,0,0,0,1.0,1.0,inf,Slack,,81.9831,81.9831
72058 load shedding,,72058,load shedding,1065420.0,0.0,1.0,10000.0081774142,1.0,False,0.0,0,0,1,1.0,1.0,0.0,PQ,,1065420.0,1065420.0
72059 CH4_biogas,eGon2035,72059,CH4_biogas,7.689299999999999,0.0,1.0,25.60394918914844,1.0,False,0.0,0,0,0,1.0,1.0,inf,Slack,,7.689299999999999,7.689299999999999
72059 load shedding,,72059,load shedding,1598130.0,0.0,1.0,10000.00801563252,1.0,False,0.0,0,0,1,1.0,1.0,0.0,PQ,,1598130.0,1598130.0
72060 load shedding,,72060,load shedding,532710.0,0.0,1.0,10000.007886868507,1.0,False,0.0,0,0,1,1.0,1.0,0.0,Slack,,532710.0,532710.0
72061 CH4_biogas,eGon2035,72061,CH4_biogas,17.328,0.0,1.0,25.60087073569447,1.0,False,0.0,0,0,0,1.0,1.0,inf,Slack,,17.328,17.328
72061 load shedding,,72061,load shedding,532710.0,0.0,1.0,10000.006592146125,1.0,False,0.0,0,0,1,1.0,1.0,0.0,PQ,,532710.0,532710.0
72062 CH4_biogas,eGon2035,72062,CH4_biogas,11.0466,0.0,1.0,25.6032662103988,1.0,False,0.0,0,0,0,1.0,1.0,inf,Slack,,11.0466,11.0466
72062 load shedding,,72062,load shedding,443925.0,0.0,1.0,10000.010259595816,1.0,False,0.0,0,0,1,1.0,1.0,0.0,PQ,,443925.0,443925.0
72063 CH4_biogas,eGon2035,72063,CH4_biogas,17.328,0.0,1.0,25.60829333086201,1.0,False,0.0,0,0,0,1.0,1.0,inf,Slack,,17.328,17.328
72063 load shedding,,72063,load shedding,799065.0,0.0,1.0,10000.007316504947,1.0,False,0.0,0,0,1,1.0,1.0,0.0,PQ,,799065.0,799065.0
72064 CH4_biogas,eGon2035,72064,CH4_biogas,16.353299999999997,0.0,1.0,25.612077158406418,1.0,False,0.0,0,0,0,1.0,1.0,inf,Slack,,16.353299999999997,16.353299999999997
72064 load shedding,,72064,load shedding,532710.0,0.0,1.0,10000.008557159388,1.0,False,0.0,0,0,1,1.0,1.0,0.0,PQ,,532710.0,532710.0
72065 CH4_biogas,eGon2035,72065,CH4_biogas,11.10075,0.0,1.0,25.609879849576277,1.0,False,0.0,0,0,0,1.0,1.0,inf,Slack,,11.10075,11.10075
72065 load shedding,,72065,load shedding,887850.0,0.0,1.0,10000.0067479349,1.0,False,0.0,0,0,1,1.0,1.0,0.0,PQ,,887850.0,887850.0
72066 CH4_biogas,eGon2035,72066,CH4_biogas,12.995999999999999,0.0,1.0,25.603679015213423,1.0,False,0.0,0,0,0,1.0,1.0,inf,Slack,,12.995999999999999,12.995999999999999
72066 load shedding,,72066,load shedding,2130840.0,0.0,1.0,10000.010532127842,1.0,False,0.0,0,0,1,1.0,1.0,0.0,PQ,,2130840.0,2130840.0
72067 CH4_biogas,eGon2035,72067,CH4_biogas,10.613399999999999,0.0,1.0,25.612506652194327,1.0,False,0.0,0,0,0,1.0,1.0,inf,Slack,,10.613399999999999,10.613399999999999
72067 load shedding,,72067,load shedding,355140.0,0.0,1.0,10000.00742633495,1.0,False,0.0,0,0,1,1.0,1.0,0.0,PQ,,355140.0,355140.0
72068 CH4_biogas,eGon2035,72068,CH4_biogas,7.039499999999999,0.0,1.0,25.600032535671946,1.0,False,0.0,0,0,0,1.0,1.0,inf,Slack,,7.039499999999999,7.039499999999999
72068 load shedding,,72068,load shedding,443925.0,0.0,1.0,10000.002819759724,1.0,False,0.0,0,0,1,1.0,1.0,0.0,PQ,,443925.0,443925.0
72069 CH4_biogas,eGon2035,72069,CH4_biogas,17.8695,0.0,1.0,25.60645231757575,1.0,False,0.0,0,0,0,1.0,1.0,inf,Slack,,17.8695,17.8695
72069 load shedding,,72069,load shedding,1598130.0,0.0,1.0,10000.006456642635,1.0,False,0.0,0,0,1,1.0,1.0,0.0,PQ,,1598130.0,1598130.0
72070 CH4_biogas,eGon2035,72070,CH4_biogas,5.956499999999999,0.0,1.0,25.60492872403628,1.0,False,0.0,0,0,0,1.0,1.0,inf,Slack,,5.956499999999999,5.956499999999999
72070 load shedding,,72070,load shedding,88785.0,0.0,1.0,10000.007027785728,1.0,False,0.0,0,0,1,1.0,1.0,0.0,PQ,,88785.0,88785.0
72071 load shedding,,72071,load shedding,355140.0,0.0,1.0,10000.00588002556,1.0,False,0.0,0,0,1,1.0,1.0,0.0,Slack,,355140.0,355140.0
72072 CH4_biogas,eGon2035,72072,CH4_biogas,17.977800000000002,0.0,0.9999999999999999,25.60823066075947,0.9999999999999999,False,0.0,0,0,0,1.0,1.0,inf,Slack,,17.977800000000002,17.977800000000002
72072 load shedding,,72072,load shedding,443925.0,0.0,1.0,10000.005248564557,1.0,False,0.0,0,0,1,1.0,1.0,0.0,PQ,,443925.0,443925.0
72073 load shedding,,72073,load shedding,177570.0,0.0,1.0,10000.008438725388,1.0,False,0.0,0,0,1,1.0,1.0,0.0,Slack,,177570.0,177570.0
72074 CH4_biogas,eGon2035,72074,CH4_biogas,22.201499999999996,0.0,1.0,25.60913013164253,1.0,False,0.0,0,0,0,1.0,1.0,inf,Slack,,22.201499999999996,22.201499999999996
72074 load shedding,,72074,load shedding,443925.0,0.0,1.0,10000.008902104482,1.0,False,0.0,0,0,1,1.0,1.0,0.0,PQ,,443925.0,443925.0
72075 CH4_biogas,eGon2035,72075,CH4_biogas,21.659999999999997,0.0,1.0,25.61096103496738,1.0,False,0.0,0,0,0,1.0,1.0,inf,Slack,,21.659999999999997,21.659999999999997
72075 load shedding,,72075,load shedding,799065.0,0.0,1.0,10000.008362191887,1.0,False,0.0,0,0,1,1.0,1.0,0.0,PQ,,799065.0,799065.0
72076 load shedding,,72076,load shedding,88785.0,0.0,1.0,10000.013899616326,1.0,False,0.0,0,0,1,1.0,1.0,0.0,Slack,,88785.0,88785.0
72077 CH4_NG,eGon2035,72077,CH4_NG,953945.5377898149,0.0,1.0,40.98137560534798,1.0,False,0.0,0,0,0,1.0,1.0,inf,Slack,,953945.5377898149,953945.5377898149
72077 CH4_biogas,eGon2035,72077,CH4_biogas,10.288499999999999,0.0,1.0,25.60981089293184,1.0,False,0.0,0,0,0,1.0,1.0,inf,PQ,,10.288499999999999,10.288499999999999
72077 load shedding,,72077,load shedding,266355.0,0.0,1.0,10000.011062489795,1.0,False,0.0,0,0,1,1.0,1.0,0.0,PQ,,266355.0,266355.0
72078 load shedding,,72078,load shedding,88785.0,0.0,1.0,10000.006668089256,1.0,False,0.0,0,0,1,1.0,1.0,0.0,Slack,,88785.0,88785.0
72079 load shedding,,72079,load shedding,355140.0,0.0,1.0,10000.010264260312,1.0,False,0.0,0,0,1,1.0,1.0,0.0,Slack,,355140.0,355140.0
